product_id,category,product_name,price_jd,health_tags,supplier_id,source_sheet
258,Juices,"Almarai Mixed Berry Juice, 1.4L",2,"high_sugar,vegan",Levant Beverage Distributors,beverages
259,Juices,"Almarai Mango Juice, 1L",1.25,"high_sugar,vegan",Levant Beverage Distributors,beverages
260,Juices,"Almarai Mixed Fruit Juice, 200ml",0.3,"high_sugar,vegan",Levant Beverage Distributors,beverages
261,Juices,"KDD Mango Nectar, 1L",1.33,"high_sugar,vegan",Levant Beverage Distributors,beverages
262,Juices,"KDD Long Life Apple Juice, 1L",1.33,"high_sugar,vegan",Levant Beverage Distributors,beverages
263,Juices,"Al Rabie Orange Juice, 1L",1.55,"high_sugar,vegan",Levant Beverage Distributors,beverages
264,Juices,"Al Rabie Orange Juice, 1L",1.55,"high_sugar,vegan",Levant Beverage Distributors,beverages
265,Chocolate,"Snickers Chocolate Bar Filled with Caramel & Peanuts, 40g",0.6,"high_sugar,peanut,vegan",Levant Beverage Distributors,snacks
266,Chocolate,"Bounty Coconut Milk Chocolate Bar, 50g",0.65,"high_sugar,tree_nuts,dairy,not_vegan",Jordan Dairy Co.,snacks
267,Chocolate,"Kinder Bueno Milk Chocolate Bar in Wafer with Hazelnut Cream, 43g",0.75,"high_sugar,gluten,tree_nuts,dairy,not_vegan",Jordan Dairy Co.,snacks
268,Chocolate,"Kinder Chocolate Milk Chocolate Bars With Milky Filling (4 Bars), 50g",0.6,"high_sugar,dairy,not_vegan",Jordan Dairy Co.,snacks
269,Chocolate,"Galaxy Smooth Milk Chocolate Bar,Â 30g",0.77,"high_sugar,dairy,not_vegan",Jordan Dairy Co.,snacks
270,Chocolate,"Galaxy Caramel Chocolate Bar, 34g",0.77,"high_sugar,vegan",Levant Beverage Distributors,snacks
271,Chocolate,"Galaxy Hazelnut Chocolate Bar, 30g",0.77,"high_sugar,tree_nuts,vegan",Levant Beverage Distributors,snacks
272,Chocolate,"Galaxy Crispy Chocolate Bar,Â 30g",0.77,"high_sugar,vegan",Levant Beverage Distributors,snacks
273,Chocolate,"Galaxy Dark Truffle Dark Chocolate Bar, 33g",0.77,"high_sugar,vegan",Levant Beverage Distributors,snacks
274,Chocolate,"Nestle Kitkat Hazelnut 4 Fingers Chocolate, 41.5g",0.8,"high_sugar,tree_nuts,vegan",Levant Beverage Distributors,snacks
275,Chocolate,"Kinder Joy Chocolate Egg for Boys Assorted, 20g",0.7,"high_sugar,egg,not_vegan",Jordan Dairy Co.,snacks
276,Chocolate,Said Junior Cup 50 g,0.75,"high_sugar,vegan",Pantry Partners Jordan,snacks
277,Chocolate,"Ozmo Milk Chocolate Egg Shapes, 20g",0.75,"high_sugar,dairy,not_vegan,egg",Jordan Dairy Co.,snacks
278,Chocolate,"Ozmo Fun Shape Milk Chocolate Lollipop, 23g",0.6,"high_sugar,dairy,not_vegan",Jordan Dairy Co.,snacks
279,Chocolate,"Ozmo Hoppo Biscuit Filled with Chocolate Cream, 40g",0.6,"high_sugar,gluten,dairy,not_vegan",Jordan Dairy Co.,snacks
280,Chocolate,"Ferrero Rocher Fine Crunchy Hazelnuts Dipped in Smooth Milk Chocolate, (3 Pieces), 37.5g",1,"high_sugar,tree_nuts,dairy,not_vegan",Jordan Dairy Co.,snacks
281,Chocolate,"Raffaello Premium Coconut & Almond Pralines, 30g",0.9,"high_sugar,tree_nuts,vegan",Pantry Partners Jordan,snacks
282,Chocolate,"Storck Toffifee Hazelnut In Caramel Candy, 125g",2.15,"high_sugar,tree_nuts,vegan",Pantry Partners Jordan,snacks
283,Chocolate,"Galaxy Minstrels Chocolate, 42g",1.09,"high_sugar,vegan",Levant Beverage Distributors,snacks
284,Chocolate,"Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g",1.95,"high_sugar,gluten,dairy,not_vegan",Jordan Dairy Co.,snacks
285,Chocolate,"Nutella B-Ready Chocolate Wafer Bar (6 Bars), 132g",2.25,"high_sugar,gluten,vegan",Levant Beverage Distributors,snacks
286,Chocolate,Mythic Sensation Mini Milk Chocolate 30 g,0.55,"high_sugar,dairy,not_vegan",Jordan Dairy Co.,snacks
287,Chocolate,"Milka Choco Wafer, (5 Pieces), 150g",2.31,"high_sugar,gluten,dairy,not_vegan",Jordan Dairy Co.,snacks
288,Chocolate,"Galaxy Jewels Assorted Chocolate Box, 650g",17.3,"high_sugar,vegan",Levant Beverage Distributors,snacks
289,Chocolate,"Choco Lake Diamond Twist Kunafa with Peanut Butter Filling, 450g",4.99,"high_sugar,peanut,dairy,not_vegan",Jordan Dairy Co.,snacks
290,Chocolate,Choco Lake Choco Biscuits 650G,3,"high_sugar,gluten,vegan",Pantry Partners Jordan,snacks
291,Chips,"Mr.Chips Bugles Cheese Flavor Corn Snacks, 33g",0.3,"high_sodium,dairy,not_vegan",Jordan Dairy Co.,snacks
292,Chips,"Smart Chips Ketchup Flavor Stix, 75g",1.28,"high_sodium,vegan",Pantry Partners Jordan,snacks
293,Chips,"Smart Chips Crunchy Rings Pizza Flavor, 80g",1,"gluten,high_sodium,vegan",Pantry Partners Jordan,snacks
294,Chips,"Mr.Chips Waves Smoky Bbq Chips, 50g",0.65,"high_sodium,vegan",Pantry Partners Jordan,snacks
295,Chips,"Mr.Chips Waves Grilled Burger Chips, 50g",0.65,"high_sodium,meat,not_vegan",Pantry Partners Jordan,snacks
296,Chips,"Mr.Chips Waves Honey Mustard Chips, 50g",0.65,"high_sodium,vegan",Pantry Partners Jordan,snacks
297,Chips,"Mr.Chips Paprika Potato Chips, 68g",0.6,"high_sodium,vegan",Pantry Partners Jordan,snacks
298,Chips,"Mr.Chips Salt & Vinegar Potato Chips, 68g",0.6,"high_sodium,vegan",Pantry Partners Jordan,snacks
299,Chips,"Mr.Chips Cheese Potato Chips, 68g",0.6,"high_sodium,dairy,not_vegan",Jordan Dairy Co.,snacks
300,Chips,"Mr.Chips Chilli Potato Chips, 68g",0.6,"high_sodium,vegan",Pantry Partners Jordan,snacks
301,Chips,"Mr.Chips Paprika Snack Mix, 78g",0.6,"high_sodium,vegan",Pantry Partners Jordan,snacks
302,Chips,"Mr.Chips Cheese Pop Corn, 58g",0.65,"high_sodium,dairy,not_vegan",Jordan Dairy Co.,snacks
303,Chips,"Cheetos Crunchy Flaming Hot Chips, 115g",1,"high_sodium,vegan",Pantry Partners Jordan,snacks
304,Chips,"Lay's Salt & Vinegar Chips, 110g",1,"high_sodium,vegan",Pantry Partners Jordan,snacks
305,Chips,"Lay's Tomato Ketchup Potato Chips, 110g",1,"high_sodium,non_food",Pantry Partners Jordan,snacks
306,Chips,"Lay's Chili Potato Chips, 110g",1,"high_sodium,vegan",Pantry Partners Jordan,snacks
307,Chips,"Lay's French Cheese Potato Chips, 110g",1,"high_sodium,dairy,not_vegan",Jordan Dairy Co.,snacks
308,Chips,"Doritos Nacho Cheese Tortilla Chips, 120g",1,"high_sodium,dairy,not_vegan",Jordan Dairy Co.,snacks
309,Chips,"Doritos Sweet Chili Pepper Tortilla Chips, 120g",1,"high_sodium,vegan",Pantry Partners Jordan,snacks
310,Chips,"Pringles BBQ Chips Can, 165g",1.7,"high_sodium,vegan",Pantry Partners Jordan,snacks
311,Chips,"Pringles Salt & Vinegar Chips Can, 165g",1.7,"high_sodium,vegan",Pantry Partners Jordan,snacks
312,Chips,"Pringles Sour Cream & Onion Chips Can, 165g",1.7,"high_sodium,dairy,not_vegan",Jordan Dairy Co.,snacks
313,Chips,"Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g",0.25,"gluten,high_sodium,dairy,not_vegan",Jordan Dairy Co.,snacks
314,Chips,"Mr.Chips Pizza Flavor Corn Chips, 58g",0.25,"gluten,high_sodium,vegan",Pantry Partners Jordan,snacks
315,Chips,"Mr.Chips Disco Cheddar Cheese Flavor Snack, 58g",0.25,"high_sodium,dairy,not_vegan",Jordan Dairy Co.,snacks
316,Chips,"Hala Cheezers Twist Chips, 30g",0.1,"high_sodium,vegan",Pantry Partners Jordan,snacks
317,Chips,"Spuds Sour Cream & Onion Craft Cooked Chips, 65g",0.75,"high_sodium,dairy,not_vegan",Jordan Dairy Co.,snacks
318,Chips,"Spuds Prime Ribs Craft Cooked Chips, 65g",0.75,"high_sodium,vegan",Pantry Partners Jordan,snacks
319,Chips,"Spuds Sweet & Chilli Salsa Craft Cooked Chips, 65g",0.75,"high_sodium,vegan",Pantry Partners Jordan,snacks
320,Chips,"Spuds Tomato Bruschetta Craft Cooked Chips, 65g",0.75,"high_sodium,non_food",Pantry Partners Jordan,snacks
321,Cakes and Rolls,"Molto XL Croissant Chocolate With Hazelnut, 42.5g",0.25,"high_sugar,gluten,tree_nuts,vegan",Bakery Wholesale Hub,snacks
322,Cakes and Rolls,"Eti Aditco Chocolate Cake, 36g",0.39,"high_sugar,gluten,vegan",Bakery Wholesale Hub,snacks
323,Cakes and Rolls,"Eti PopkekÂ Cocoa Cake, 35g",0.3,"high_sugar,gluten,vegan",Bakery Wholesale Hub,snacks
324,Cakes and Rolls,"Eti Adicto Gold Mini Chocolate Brown Cake, 180g",1.7,"high_sugar,gluten,vegan",Bakery Wholesale Hub,snacks
325,Cakes and Rolls,"Eti Pop Kek Mini Cake with Dark Chocolate, 144g",1.6,"high_sugar,gluten,vegan",Bakery Wholesale Hub,snacks
326,Cakes and Rolls,"Eti Pop Kek Cocoa Cake, 200g",1.95,"high_sugar,gluten,vegan",Bakery Wholesale Hub,snacks
327,Cakes and Rolls,"Americana Marble Pound Cake, 300g",1.9,"high_sugar,gluten,vegan",Bakery Wholesale Hub,snacks
328,Cakes and Rolls,"Americana Orange Pound Cake, 300g",1.9,"high_sugar,gluten,vegan",Bakery Wholesale Hub,snacks
329,Cakes and Rolls,"Americana Chocolate Pound Cake, 300g",1.9,"high_sugar,gluten,vegan",Bakery Wholesale Hub,snacks
330,Cakes and Rolls,"L'usine Cupcakes Filled with Chocolate Cream, 18x30g",1.8,"high_sugar,gluten,dairy,not_vegan",Jordan Dairy Co.,snacks
331,Cakes and Rolls,"L'usine Soft Cupcakes Filled with Strawberry Cream, 18x30g",1.8,"high_sugar,gluten,dairy,not_vegan",Jordan Dairy Co.,snacks
332,Cakes and Rolls,"L'usine Vanilla Cupcakes, 18x30g",1.8,"high_sugar,gluten,vegan",Bakery Wholesale Hub,snacks
333,Cakes and Rolls,"Bifa Keks Roll Cake with Cocoa Cream, 50g",0.25,"high_sugar,gluten,dairy,not_vegan",Jordan Dairy Co.,snacks
334,Cakes and Rolls,"Bifa Keks Roll Black and White Cake, 50g",0.25,"high_sugar,gluten,vegan",Bakery Wholesale Hub,snacks
335,Cakes and Rolls,"Bifa Keks Cocoa Oval Banana Sauce Cake, 45g",0.25,"high_sugar,gluten,high_sodium,vegan",Bakery Wholesale Hub,snacks
336,Cakes and Rolls,"Barni Chocolate Cake, 30g",0.4,"high_sugar,gluten,vegan",Bakery Wholesale Hub,snacks
337,Burger Buns,"Alyoum Burger Buns, 6 Pieces",0.55,"gluten,high_sodium,meat,not_vegan",Bakery Wholesale Hub,bakery
338,Burger Buns,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces",0.55,"gluten,high_sodium,meat,not_vegan",Bakery Wholesale Hub,bakery
339,Flatbread,"Reef Diet Flax Seeds Bread, 250g",1,"gluten,vegan",Bakery Wholesale Hub,bakery
340,back to school,"Cool Gear Cactus Water Bottle with Freeze Stick, 650ml",3.75,non_food,Levant Beverage Distributors,other
341,back to school,"Cool Gear Water Bottle - Pink, 650ml",3.75,non_food,Levant Beverage Distributors,other
342,back to school,Sistema 1.25L Bento Cube Lunch Blue,11.2,non_food,Pantry Partners Jordan,other
343,back to school,Sistema Bento Box Cube To Go Green 1.25 L,11.2,non_food,Pantry Partners Jordan,other
344,back to school,"Faber-Castell Magic Color Pen Washable, 20 Colors",2.68,non_food,Pantry Partners Jordan,other
345,back to school,Faber Castell Classic Color Pencil Hang Tab 24 Color,5.2,non_food,Pantry Partners Jordan,other
346,back to school,Maped Study Unbreakable Ruler,0,non_food,Pantry Partners Jordan,other
347,back to school,Amigo Colorful Pencils Set 12 pcs + 1 Sharpener,1.5,non_food,Pantry Partners Jordan,other
348,ramadan,"Ramadan Mosque Decoration, 50 cm",0.75,non_food,Pantry Partners Jordan,other
349,ramadan,Black Mini Decorative Lantern,2,non_food,Pantry Partners Jordan,other
350,ramadan,Ramadan LED String Lights,1.5,vegan,Pantry Partners Jordan,other
351,ramadan,Set of 2 Ramadan Serving Trays,8.5,vegan,Pantry Partners Jordan,other
352,ramadan,"Small Ramadan Serving Plate (15 cm) â€“ Mosque, Crescent & Star Design for Dates and Treats",5,non_food,Pantry Partners Jordan,other
353,ramadan,"Ramadan Decorative Metal Crescent â€“ 80 cm, Black, with LED Lights and Hanging Stars",5.5,vegan,Pantry Partners Jordan,other
354,ramadan,"Islamic Ramadan Mihrab Decor Piece â€“ 21 cm, Mosque Design with Stone-Like Texture",2.2,vegan,Pantry Partners Jordan,other
355,ramadan,Ramadan Decorative Tissue Box â€“ Boy & Girl Design,1,vegan,Pantry Partners Jordan,other
356,ramadan,"Coloring Prayer Mat for Kids â€“ Ramadan Edition, Blue, Washable, Portable Gift Set",4,non_food,Pantry Partners Jordan,other
357,ramadan,Set of 5 Ramadan Sofa Cushion Covers,1,non_food,Pantry Partners Jordan,other
358,Eid al-Fitr,Ramadan Advent Calendar 30 Days Countdown Calendars,3,vegan,Pantry Partners Jordan,other
359,Eid al-Fitr,Wood Ramadan Decorations for Home Islamic Eid Mubarak Kareem Table,1,non_food,Pantry Partners Jordan,other
360,Eid al-Fitr,Gold Ramadan Star-Moon Party-Decorations Garland - 12pcs,3.3,non_food,Pantry Partners Jordan,other
361,Jordan Independence Day,Jordanian Flag Banner String (4 m) â€“ Large Flags,2.5,non_food,Pantry Partners Jordan,other
362,Jordan Independence Day,Car Cover with Jordan Flag Design (2.5 Ã— 1.2 m),10.5,non_food,Pantry Partners Jordan,other
363,Jordan Independence Day,"Jordan Stick Flag Jordanian Small Mini Hand Held Flags,5x8 Inch,12 Pack",3,non_food,Pantry Partners Jordan,other
364,Jordan Independence Day,"Euroscarves Jordan Soccer Knit Scarf, fits all",2.5,vegan,Pantry Partners Jordan,other
365,Jordan Independence Day,4 Pack Jordan Flag Silicone Wristbands,3.5,non_food,Pantry Partners Jordan,other
366,Jordan Independence Day,Nipitshop Patches Jordan Country Flag Embroidered National Emblem Patch Clothes,1.5,non_food,Pantry Partners Jordan,other
367,World Cup,"48 Countries Flag Banner Garland Bunting, Decorations for 2026 World Cup Soccer Fans",4,"gluten,non_food",Bakery Wholesale Hub,other
368,World Cup,Football adidas World Cup 26,8,vegan,Pantry Partners Jordan,other
369,World Cup,"9 PCS 4D Soccer Balloons, Large Gold Trophy Balloon",2.3,non_food,Pantry Partners Jordan,other
370,World Cup,Soccer 50 FT Smart Outdoor String Lights Waterproof,1.9,vegan,Levant Beverage Distributors,other
371,World Cup,Official Jordan National Team Home Jersey,20,non_food,Levant Beverage Distributors,other
372,World Cup,World Soccer Party Decorations,1.8,non_food,Pantry Partners Jordan,other
373,Christmas,Christmas Coloring Art Set.,0.6,non_food,Pantry Partners Jordan,other
374,Christmas,Christmas Coloring Book by Kappa.,2,non_food,Pantry Partners Jordan,other
375,Christmas,"3 Mini Santa Hat Covers for Spoons, Bottles, and Christmas Table Decorations.",1.5,non_food,Pantry Partners Jordan,other
376,Christmas,Magic Christmas Tree Felt Sticker,0.5,non_food,Pantry Partners Jordan,other
377,Christmas,Decora Christmas Cookie Cutter Set.,1.5,"high_sugar,gluten,vegan",Pantry Partners Jordan,other
378,Christmas,"Eid Gift Basket with Santa Mug, Teddy Bear, and Socks",5,non_food,Pantry Partners Jordan,other
379,Christmas,Christmas Tree Set by Generation with Lights & Decorations â€“ Holiday Decor for 18-Inch Dolls,7,non_food,Pantry Partners Jordan,other
380,Christmas,"Childrenâ€™s Santa Hat â€“ Ages 1 to 7, Size 28 Ã— 36 cm",1,non_food,Pantry Partners Jordan,other
381,Christmas,8-Piece Festive Photo Booth Props Set for Christmas & New Year,2.5,non_food,Pantry Partners Jordan,other
382,Christmas,Christmas Train Set with Lights and Sound | Electric Train Model for Kids (3+),9.2,vegan,Pantry Partners Jordan,other
383,Christmas,Cardboard Christmas Gift Bag,0.5,non_food,Pantry Partners Jordan,other
384,Eid al-Adha,Eid al-Adha Giveaways,0.75,vegan,Pantry Partners Jordan,other
385,Eid al-Adha,Eid al-Adha (The Big Book Series) â€“ Sama Publishing House,0.7,non_food,Pantry Partners Jordan,other
386,Eid al-Adha,"White Plastic Sheep Toy Figure, 30 Ã— 25 cm",2.2,non_food,Pantry Partners Jordan,other
387,Eid al-Adha,Leinuosen Wood Eid Al Adha Decoration Mubarak Wooden Pendant,2,non_food,Pantry Partners Jordan,other
388,Eid al-Adha,"8PCS Eid Mubarak Balloons,Eid Al Adha Decorations",2,non_food,Pantry Partners Jordan,other
389,Eid al-Adha,SWYOUN 48PCS Eid Al Adha Cupcake Topper Party Decorations,0.75,"high_sugar,gluten,non_food",Bakery Wholesale Hub,other
390,Eid al-Adha,3 Pcs Eid Mubarak Decorations Ramadan Wooden Table Centerpieces,1.5,non_food,Pantry Partners Jordan,other
391,Eid al-Adha,Wood Eid Al Adha Decoration,1.5,non_food,Pantry Partners Jordan,other
392,Eid al-Fitr,Coloring Book as an Eid Gift,0,non_food,Pantry Partners Jordan,other
393,Eid al-Fitr,Eid Mubarak Decorations Set,2,non_food,Pantry Partners Jordan,other
394,Eid al-Fitr,96 Pcs Eid Mubarak Decorations for Home 24 Servings with Festival Paper Plates,3.75,non_food,Pantry Partners Jordan,other
395,Eid al-Fitr,18inch Gold Arabic Eid Mubarak Letter Mylar Balloons,1.8,non_food,Pantry Partners Jordan,other
396,Eid al-Fitr,10 Pcs Printed Eid Mubarak Eidi Envelopes,1,non_food,Pantry Partners Jordan,other
397,Eid al-Fitr,Clysee 24 Pcs Eid Mubarak Reusable Gift Bags With Handles,3,non_food,Pantry Partners Jordan,other
398,Eid al-Fitr,Decorations Set,3.2,non_food,Pantry Partners Jordan,other
